,symbol,timestamp,open,high,low,close,volume,transactions,volume_weighted_avg_price,date
103,ZION,2024-02-16 16:02:00+00:00,40.8,40.8,40.72,40.72,2417.0,52.0,40.763329,2024-02-16
104,ZION,2024-02-16 16:03:00+00:00,40.72,40.72,40.72,40.72,882.0,29.0,40.721666,2024-02-16
105,ZION,2024-02-16 16:04:00+00:00,40.75,40.82,40.75,40.8,11494.0,80.0,40.784149,2024-02-16
106,ZION,2024-02-16 16:05:00+00:00,40.8,40.83,40.79,40.8,13904.0,117.0,40.80549,2024-02-16
107,ZION,2024-02-16 16:06:00+00:00,40.805,40.825,40.79,40.8,4966.0,41.0,40.816954,2024-02-16
108,ZION,2024-02-16 16:07:00+00:00,40.8,40.8075,40.8,40.8,45141.0,27.0,40.800037,2024-02-16
109,ZION,2024-02-16 16:08:00+00:00,40.81,40.815,40.79,40.81,4280.0,69.0,40.802723,2024-02-16
110,ZION,2024-02-16 16:09:00+00:00,40.8,40.85,40.8,40.84,2180.0,39.0,40.832305,2024-02-16
111,ZION,2024-02-16 16:10:00+00:00,40.84,40.89,40.825,40.89,3015.0,55.0,40.846001,2024-02-16
112,ZION,2024-02-16 16:11:00+00:00,40.88,40.9,40.87,40.9,2918.0,42.0,40.885918,2024-02-16
113,ZION,2024-02-16 16:12:00+00:00,40.9,40.91,40.8899,40.91,4973.0,65.0,40.895117,2024-02-16
114,ZION,2024-02-16 16:13:00+00:00,40.89,40.905,40.87,40.9,2808.0,71.0,40.884443,2024-02-16
115,ZION,2024-02-16 16:14:00+00:00,40.87,40.87,40.845,40.86,1994.0,40.0,40.860441,2024-02-16
116,ZION,2024-02-16 16:15:00+00:00,40.87,40.91,40.87,40.91,2508.0,52.0,40.893315,2024-02-16
117,ZION,2024-02-16 16:16:00+00:00,40.9,40.905,40.9,40.905,1358.0,37.0,40.908046,2024-02-16
118,ZION,2024-02-16 16:17:00+00:00,40.9668,41.01,40.9668,41.0,2789.0,53.0,40.991723,2024-02-16
119,ZION,2024-02-16 16:18:00+00:00,41.0,41.005,40.9701,40.98,7384.0,99.0,40.986019,2024-02-16
120,ZION,2024-02-16 16:19:00+00:00,40.982,41.0,40.97,41.0,2763.0,62.0,40.982495,2024-02-16
121,ZION,2024-02-16 16:20:00+00:00,41.0,41.02,41.0,41.01,3955.0,51.0,41.009505,2024-02-16
122,ZION,2024-02-16 16:21:00+00:00,41.01,41.01,41.0,41.005,3311.0,58.0,41.002639,2024-02-16
123,ZION,2024-02-16 16:22:00+00:00,41.03,41.04,41.0,41.01,7684.0,124.0,41.020113,2024-02-16
124,ZION,2024-02-16 16:23:00+00:00,41.0,41.04,40.95,40.992,8922.0,128.0,40.981276,2024-02-16
125,ZION,2024-02-16 16:24:00+00:00,41.01,41.01,40.975,41.0,3549.0,43.0,40.984037,2024-02-16
126,ZION,2024-02-16 16:25:00+00:00,41.0,41.03,40.9824,41.03,4053.0,42.0,41.003737,2024-02-16
127,ZION,2024-02-16 16:26:00+00:00,41.0201,41.03,40.98,41.0,4843.0,57.0,41.003961,2024-02-16
128,ZION,2024-02-16 16:27:00+00:00,41.0,41.0,40.96,40.98,2386.0,48.0,40.988144,2024-02-16
129,ZION,2024-02-16 16:28:00+00:00,40.99,40.99,40.96,40.98,1228.0,43.0,40.983264,2024-02-16
130,ZION,2024-02-16 16:29:00+00:00,40.96,41.01,40.95,41.005,7771.0,81.0,40.978362,2024-02-16
131,ZION,2024-02-16 16:30:00+00:00,41.015,41.07,41.015,41.05,4903.0,51.0,41.041372,2024-02-16
132,ZION,2024-02-16 16:31:00+00:00,41.05,41.0599,41.03,41.03,1838.0,47.0,41.03993,2024-02-16
133,ZION,2024-02-16 16:32:00+00:00,41.02,41.02,41.01,41.01,1013.0,34.0,41.0154,2024-02-16
134,ZION,2024-02-16 16:33:00+00:00,41.05,41.05,41.02,41.035,28569.0,91.0,41.047455,2024-02-16
135,ZION,2024-02-16 16:34:00+00:00,41.0,41.06,41.0,41.06,1510.0,72.0,41.032507,2024-02-16
136,ZION,2024-02-16 16:35:00+00:00,41.05,41.05,41.015,41.02,862.0,19.0,41.033301,2024-02-16
137,ZION,2024-02-16 16:36:00+00:00,41.03,41.05,41.02,41.05,860.0,26.0,41.030347,2024-02-16
138,ZION,2024-02-16 16:37:00+00:00,41.035,41.04,41.01,41.035,4238.0,99.0,41.0283,2024-02-16
139,ZION,2024-02-16 16:38:00+00:00,41.04,41.045,41.02,41.04,1454.0,42.0,41.037524,2024-02-16
140,ZION,2024-02-16 16:39:00+00:00,41.035,41.05,41.035,41.045,718.0,26.0,41.04233,2024-02-16
141,ZION,2024-02-16 16:40:00+00:00,41.05,41.055,41.02,41.02,1919.0,46.0,41.042656,2024-02-16
142,ZION,2024-02-16 16:41:00+00:00,41.03,41.03,41.01,41.015,759.0,22.0,41.018891,2024-02-16
143,ZION,2024-02-16 16:42:00+00:00,41.015,41.06,41.015,41.06,3987.0,99.0,41.033058,2024-02-16
144,ZION,2024-02-16 16:43:00+00:00,41.065,41.08,41.065,41.08,1627.0,40.0,41.065514,2024-02-16
145,ZION,2024-02-16 16:44:00+00:00,41.07,41.07,41.03,41.03,2332.0,52.0,41.050266,2024-02-16
146,ZION,2024-02-16 16:45:00+00:00,41.03,41.035,41.01,41.01,861.0,30.0,41.024734,2024-02-16
147,ZION,2024-02-16 16:46:00+00:00,41.0,41.0199,41.0,41.0199,551.0,13.0,41.010117,2024-02-16
148,ZION,2024-02-16 16:47:00+00:00,41.005,41.03,40.99,41.02,1856.0,41.0,41.010993,2024-02-16
149,ZION,2024-02-16 16:48:00+00:00,41.01,41.01,41.0,41.0,673.0,16.0,41.007619,2024-02-16
150,ZION,2024-02-16 16:49:00+00:00,41.005,41.01,41.0,41.0,2675.0,39.0,41.001105,2024-02-16
151,ZION,2024-02-16 16:50:00+00:00,40.995,40.995,40.89,40.905,2201.0,56.0,40.944059,2024-02-16
152,ZION,2024-02-16 16:51:00+00:00,40.9,40.97,40.9,40.93,4005.0,78.0,40.934423,2024-02-16
153,ZION,2024-02-16 16:52:00+00:00,40.95,40.965,40.95,40.96,1466.0,23.0,40.954409,2024-02-16
154,ZION,2024-02-16 16:53:00+00:00,40.97,40.99,40.96,40.97,1760.0,42.0,40.97643,2024-02-16
155,ZION,2024-02-16 16:54:00+00:00,40.97,40.98,40.96,40.97,4709.0,46.0,40.964034,2024-02-16
156,ZION,2024-02-16 16:56:00+00:00,40.97,40.97,40.96,40.96,1052.0,33.0,40.964691,2024-02-16
157,ZION,2024-02-16 16:57:00+00:00,40.95,40.96,40.95,40.96,767.0,34.0,40.956064,2024-02-16
158,ZION,2024-02-16 16:58:00+00:00,40.985,41.02,40.97,40.97,2305.0,62.0,40.99761,2024-02-16
159,ZION,2024-02-16 16:59:00+00:00,40.96,41.0,40.96,41.0,647.0,22.0,40.986763,2024-02-16
160,ZION,2024-02-16 17:00:00+00:00,40.975,40.975,40.93,40.93,1870.0,48.0,40.944111,2024-02-16
161,ZION,2024-02-16 17:01:00+00:00,40.99,40.99,40.99,40.99,1581.0,53.0,40.982528,2024-02-16
162,ZION,2024-02-16 17:02:00+00:00,40.96,40.96,40.925,40.925,343.0,12.0,40.942915,2024-02-16
163,ZION,2024-02-16 17:03:00+00:00,40.925,40.925,40.925,40.925,370.0,15.0,40.924603,2024-02-16
164,ZION,2024-02-16 17:04:00+00:00,40.91,40.91,40.9,40.91,1338.0,39.0,40.906773,2024-02-16
165,ZION,2024-02-16 17:05:00+00:00,40.91,40.91,40.88,40.9,1868.0,44.0,40.890584,2024-02-16
166,ZION,2024-02-16 17:06:00+00:00,40.8801,40.8801,40.84,40.87,4166.0,57.0,40.867072,2024-02-16
167,ZION,2024-02-16 17:07:00+00:00,40.85,40.85,40.83,40.84,803.0,18.0,40.844368,2024-02-16
168,ZION,2024-02-16 17:08:00+00:00,40.845,40.89,40.845,40.89,1367.0,33.0,40.867136,2024-02-16
169,ZION,2024-02-16 17:09:00+00:00,40.885,40.89,40.88,40.885,858.0,30.0,40.884578,2024-02-16
170,ZION,2024-02-16 17:10:00+00:00,40.88,40.9,40.88,40.88,1119.0,34.0,40.884368,2024-02-16
171,ZION,2024-02-16 17:11:00+00:00,40.87,40.935,40.87,40.93,2132.0,67.0,40.91619,2024-02-16
172,ZION,2024-02-16 17:12:00+00:00,40.94,40.96,40.94,40.96,1048.0,32.0,40.95045,2024-02-16
173,ZION,2024-02-16 17:13:00+00:00,40.965,40.965,40.95,40.96,565.0,15.0,40.960814,2024-02-16
174,ZION,2024-02-16 17:14:00+00:00,40.965,40.965,40.965,40.965,211.0,17.0,40.968108,2024-02-16
175,ZION,2024-02-16 17:15:00+00:00,40.96,40.96,40.92,40.92,1895.0,42.0,40.945039,2024-02-16
176,ZION,2024-02-16 17:16:00+00:00,40.92,40.95,40.92,40.95,1251.0,28.0,40.932909,2024-02-16
177,ZION,2024-02-16 17:17:00+00:00,40.95,40.97,40.94,40.94,1492.0,47.0,40.946592,2024-02-16
178,ZION,2024-02-16 17:18:00+00:00,40.92,40.92,40.92,40.92,1054.0,26.0,40.920731,2024-02-16
179,ZION,2024-02-16 17:19:00+00:00,40.91,40.97,40.91,40.97,29717.0,50.0,40.915774,2024-02-16
180,ZION,2024-02-16 17:20:00+00:00,40.9594,40.98,40.9594,40.965,2248.0,45.0,40.970044,2024-02-16
181,ZION,2024-02-16 17:21:00+00:00,40.98,41.0,40.98,41.0,218.0,9.0,40.98812,2024-02-16
182,ZION,2024-02-16 17:22:00+00:00,40.97,40.98,40.93,40.93,1226.0,48.0,40.956847,2024-02-16
183,ZION,2024-02-16 17:23:00+00:00,40.965,40.99,40.965,40.99,798.0,23.0,40.973358,2024-02-16
184,ZION,2024-02-16 17:24:00+00:00,41.0,41.045,41.0,41.045,29573.0,54.0,41.002803,2024-02-16
185,ZION,2024-02-16 17:25:00+00:00,41.05,41.065,41.025,41.04,2249.0,46.0,41.040881,2024-02-16
186,ZION,2024-02-16 17:26:00+00:00,41.04,41.045,41.04,41.045,695.0,18.0,41.043746,2024-02-16
187,ZION,2024-02-16 17:27:00+00:00,41.03,41.03,40.955,40.955,2807.0,61.0,41.0013,2024-02-16
188,ZION,2024-02-16 17:28:00+00:00,40.97,40.99,40.97,40.99,3120.0,50.0,40.980318,2024-02-16
189,ZION,2024-02-16 17:29:00+00:00,41.0,41.0,40.98,40.98,377.0,13.0,40.99076,2024-02-16
190,ZION,2024-02-16 17:30:00+00:00,40.99,40.99,40.975,40.985,1473.0,29.0,40.984916,2024-02-16
191,ZION,2024-02-16 17:31:00+00:00,41.0,41.0,40.99,40.99,1053.0,29.0,40.993884,2024-02-16
192,ZION,2024-02-16 17:32:00+00:00,41.0,41.0,40.955,40.955,1362.0,31.0,40.982064,2024-02-16
193,ZION,2024-02-16 17:33:00+00:00,40.97,40.985,40.97,40.985,562.0,23.0,40.977427,2024-02-16
194,ZION,2024-02-16 17:34:00+00:00,41.0,41.0025,41.0,41.0025,477.0,20.0,40.995922,2024-02-16
195,ZION,2024-02-16 17:35:00+00:00,41.02,41.02,41.01,41.015,588.0,20.0,41.017381,2024-02-16
196,ZION,2024-02-16 17:36:00+00:00,41.02,41.02,41.02,41.02,275.0,15.0,41.024597,2024-02-16
197,ZION,2024-02-16 17:37:00+00:00,41.0,41.0,40.9401,40.9401,3549.0,80.0,40.972686,2024-02-16
198,ZION,2024-02-16 17:38:00+00:00,40.99,40.99,40.97,40.975,1868.0,31.0,40.978734,2024-02-16
199,ZION,2024-02-16 17:39:00+00:00,40.97,40.98,40.96,40.975,1772.0,25.0,40.971606,2024-02-16
200,ZION,2024-02-16 17:40:00+00:00,40.975,40.975,40.975,40.975,291.0,20.0,40.968392,2024-02-16
201,ZION,2024-02-16 17:41:00+00:00,40.95,40.95,40.95,40.95,981.0,34.0,40.949617,2024-02-16
202,ZION,2024-02-16 17:42:00+00:00,40.97,40.97,40.965,40.965,981.0,20.0,40.965936,2024-02-16
203,ZION,2024-02-16 17:43:00+00:00,40.975,40.975,40.975,40.975,299.0,16.0,40.971114,2024-02-16
204,ZION,2024-02-16 17:45:00+00:00,40.97,40.99,40.97,40.99,3521.0,37.0,40.977374,2024-02-16
205,ZION,2024-02-16 17:46:00+00:00,41.0,41.005,40.99,40.99,3060.0,72.0,40.996246,2024-02-16
206,ZION,2024-02-16 17:47:00+00:00,40.97,40.97,40.96,40.96,881.0,30.0,40.97418,2024-02-16
207,ZION,2024-02-16 17:48:00+00:00,40.96,40.96,40.96,40.96,553.0,20.0,40.964729,2024-02-16
208,ZION,2024-02-16 17:49:00+00:00,40.94,40.94,40.93,40.93,719.0,28.0,40.939767,2024-02-16
209,ZION,2024-02-16 17:50:00+00:00,40.91,40.92,40.905,40.92,988.0,35.0,40.912445,2024-02-16
210,ZION,2024-02-16 17:51:00+00:00,40.9299,40.93,40.915,40.915,608.0,21.0,40.921255,2024-02-16
211,ZION,2024-02-16 17:52:00+00:00,40.95,40.95,40.93,40.93,531.0,11.0,40.936481,2024-02-16
212,ZION,2024-02-16 17:53:00+00:00,40.91,40.92,40.91,40.91,2187.0,39.0,40.917478,2024-02-16
213,ZION,2024-02-16 17:54:00+00:00,40.91,40.955,40.91,40.935,4523.0,63.0,40.933206,2024-02-16
214,ZION,2024-02-16 17:55:00+00:00,40.92,40.93,40.92,40.93,348.0,11.0,40.927781,2024-02-16
215,ZION,2024-02-16 17:56:00+00:00,40.94,40.945,40.89,40.89,4603.0,66.0,40.919211,2024-02-16
216,ZION,2024-02-16 17:57:00+00:00,40.885,40.905,40.88,40.88,1393.0,32.0,40.89325,2024-02-16
217,ZION,2024-02-16 17:58:00+00:00,40.87,40.875,40.87,40.875,594.0,21.0,40.874125,2024-02-16
218,ZION,2024-02-16 17:59:00+00:00,40.87,40.89,40.86,40.89,1451.0,34.0,40.878137,2024-02-16
219,ZION,2024-02-16 18:01:00+00:00,40.87,40.87,40.86,40.865,3197.0,63.0,40.866028,2024-02-16
220,ZION,2024-02-16 18:02:00+00:00,40.86,40.86,40.86,40.86,411.0,18.0,40.866207,2024-02-16
221,ZION,2024-02-16 18:03:00+00:00,40.85,40.85,40.785,40.785,2696.0,56.0,40.836426,2024-02-16
222,ZION,2024-02-16 18:04:00+00:00,40.79,40.79,40.76,40.76,1989.0,52.0,40.789471,2024-02-16
223,ZION,2024-02-16 18:05:00+00:00,40.73,40.73,40.7,40.71,2481.0,43.0,40.712124,2024-02-16
224,ZION,2024-02-16 18:06:00+00:00,40.72,40.75,40.72,40.75,1162.0,30.0,40.730417,2024-02-16
225,ZION,2024-02-16 18:07:00+00:00,40.765,40.765,40.74,40.74,979.0,26.0,40.750492,2024-02-16
226,ZION,2024-02-16 18:08:00+00:00,40.735,40.75,40.735,40.75,2579.0,50.0,40.743399,2024-02-16
227,ZION,2024-02-16 18:09:00+00:00,40.74,40.75,40.74,40.74,1428.0,40.0,40.745068,2024-02-16
228,ZION,2024-02-16 18:10:00+00:00,40.735,40.735,40.69,40.69,2434.0,53.0,40.709247,2024-02-16
229,ZION,2024-02-16 18:11:00+00:00,40.695,40.695,40.67,40.68,3904.0,64.0,40.680063,2024-02-16
230,ZION,2024-02-16 18:12:00+00:00,40.67,40.7,40.67,40.7,1978.0,43.0,40.68496,2024-02-16
231,ZION,2024-02-16 18:13:00+00:00,40.7,40.73,40.7,40.73,1197.0,34.0,40.717264,2024-02-16
