t,T,S,o,position,trading_action,current_capital,stop_loss_out_signal,rsi,open_small_indicator,open_big_indicator,open_norm,gain_loss,gain,loss,avg_gain,avg_loss,amount_sold,amount_bought
2023-12-13T00:02:00Z,b,COIN,139.75,out,no_action,0.0,no_stop_loss_out_signal,,,,0.5536003270322558,,0.0,-0.0,,,,
2023-12-13T00:07:00Z,b,COIN,139.58,,,,,,,,0.3292082940524019,-0.1699999999999875,0.0,0.1699999999999875,,,,
2023-12-13T00:12:00Z,b,COIN,139.63,,,,,,,,0.3952059508111648,0.04999999999998295,0.04999999999998295,-0.0,,,,
2023-12-13T00:27:00Z,b,COIN,139.83,,,,,,,,0.659196577846329,0.20000000000001705,0.20000000000001705,-0.0,,,,
2023-12-13T00:33:00Z,b,COIN,139.92,,,,,,,,0.7779923600121098,0.08999999999997499,0.08999999999997499,-0.0,,,,
2023-12-13T00:39:00Z,b,COIN,139.75,,,,,,,,0.5536003270322558,-0.1699999999999875,0.0,0.1699999999999875,,,,
2023-12-13T00:44:00Z,b,COIN,139.65,,,,,,,,0.4216050135146925,-0.09999999999999432,0.0,0.09999999999999432,,,,
2023-12-13T00:47:00Z,b,COIN,139.82,,,,,,,,0.6459970464945465,0.1699999999999875,0.1699999999999875,-0.0,,,,
2023-12-13T00:48:00Z,b,COIN,139.8,,,,,,,,0.6195979837910562,-0.01999999999998181,0.0,0.01999999999998181,,,,
2023-12-13T00:49:00Z,b,COIN,139.84,,,,,,0.007919718811054554,,0.6723961091980741,0.03999999999999204,0.03999999999999204,-0.0,,,,
2023-12-13T00:54:00Z,b,COIN,139.9,,,,,,0.01583943762210911,,0.7515932973086197,0.060000000000002274,0.060000000000002274,-0.0,,,,
2023-12-13T00:58:00Z,b,COIN,139.93,out,,,,58.18181818181917,0.026927043957585474,,0.7911918913638923,0.030000000000001137,0.030000000000001137,-0.0,0.053333333333329826,0.03833333333332926,,
2023-12-13T00:59:00Z,b,COIN,139.92,out,no_action,26000.0,,57.65765765765758,0.022175212670952748,,0.7779923600121098,-0.010000000000019327,0.0,0.010000000000019327,0.053333333333329826,0.039166666666664206,,
2023-12-13T09:01:00Z,b,COIN,139.12,out,no_action,26000.0,,36.781609195401494,-0.012143568843615959,,-0.27797014812843457,-0.799999999999983,0.0,0.799999999999983,0.053333333333329826,0.09166666666666383,,
2023-12-13T09:02:00Z,b,COIN,139.11,out,no_action,26000.0,,34.7058823529411,-0.04646235035818471,,-0.29116967948017963,-0.009999999999990905,0.0,0.009999999999990905,0.04916666666666458,0.0924999999999964,,
2023-12-13T09:04:00Z,b,COIN,139.05,out,no_action,26000.0,,24.999999999998636,-0.09926047576521306,,-0.3703668675907252,-0.060000000000002274,0.0,0.060000000000002274,0.0324999999999965,0.09749999999999659,,
2023-12-13T09:07:00Z,b,COIN,139.0,out,no_action,26000.0,,19.736842105262653,-0.16314620750771774,,-0.4363645243495256,-0.05000000000001137,0.0,0.05000000000001137,0.02499999999999858,0.1016666666666642,,
2023-12-13T09:19:00Z,b,COIN,138.81,out,no_action,26000.0,,19.480519480518836,-0.22703193925022097,,-0.6871556200329072,-0.18999999999999773,0.0,0.18999999999999773,0.02499999999999858,0.10333333333333172,,
2023-12-13T09:20:00Z,b,COIN,138.75,out,no_action,26000.0,,19.999999999999247,-0.21066452037404204,,-0.7663528081434527,-0.060000000000002274,0.0,0.060000000000002274,0.02499999999999858,0.09999999999999905,,
2023-12-13T09:21:00Z,b,COIN,138.4,out,no_action,26000.0,,7.738095238095056,-0.20960855786590246,,-1.2283364054549433,-0.3499999999999943,0.0,0.3499999999999943,0.010833333333332954,0.12916666666666524,,
2023-12-13T09:22:00Z,b,COIN,138.33,out,no_action,26000.0,,7.514450867051792,-0.202744801562989,,-1.3207331249172338,-0.06999999999999318,0.0,0.06999999999999318,0.010833333333332954,0.13333333333333286,,
2023-12-13T09:23:00Z,b,COIN,138.33,out,no_action,26000.0,,5.325443786982461,-0.1890172889571606,,-1.3207331249172338,0.0,0.0,-0.0,0.007500000000000284,0.13333333333333286,,
2023-12-13T09:24:00Z,b,COIN,138.33,out,no_action,26000.0,,1.8404907975460816,-0.15575446995073303,,-1.3207331249172338,0.0,0.0,-0.0,0.0025000000000000946,0.13333333333333286,,
2023-12-13T09:25:00Z,b,COIN,138.29,out,no_action,26000.0,,0.0,-0.16050630123736573,-0.10962944094931559,-1.3735312503242891,-0.040000000000020464,0.0,0.040000000000020464,0.0,0.1366666666666679,,
2023-12-13T09:26:00Z,b,COIN,138.12,out,no_action,26000.0,,0.0,-0.1378031073123432,-0.12768713314581637,-1.5979232833041432,-0.1699999999999875,0.0,0.1699999999999875,0.0,0.14999999999999858,,
2023-12-13T09:27:00Z,b,COIN,137.77,out,no_action,26000.0,,0.0,-0.1293554072472188,-0.13584517682849942,-2.0599068806156335,-0.3499999999999943,0.0,0.3499999999999943,0.0,0.11249999999999953,,
2023-12-13T09:28:00Z,b,COIN,137.59,out,no_action,26000.0,,0.0,-0.13305127602571196,-0.14501151804499768,-2.29749844494727,-0.18000000000000682,0.0,0.18000000000000682,0.0,0.1266666666666675,,
2023-12-13T09:30:00Z,b,COIN,137.77,out,no_action,26000.0,,10.975609756097882,-0.13727512605827488,-0.14959468865324665,-2.0599068806156335,0.18000000000000682,0.18000000000000682,-0.0,0.015000000000000568,0.12166666666666733,,
2023-12-13T09:36:00Z,b,COIN,137.71,out,no_action,26000.0,,10.90909090909129,-0.14361090110711708,-0.15298623490335092,-2.139104068726179,-0.060000000000002274,0.0,0.060000000000002274,0.015000000000000568,0.1224999999999999,,
2023-12-13T09:37:00Z,b,COIN,137.59,out,no_action,26000.0,,11.392405063291491,-0.15681043245887402,-0.1555528104439704,-2.29749844494727,-0.12000000000000455,0.0,0.12000000000000455,0.015000000000000568,0.11666666666666714,,
2023-12-13T09:38:00Z,b,COIN,137.5,out,no_action,26000.0,,11.180124223602817,-0.14149897609083636,-0.15876102986974464,-2.4162942271130885,-0.09000000000000341,0.0,0.09000000000000341,0.015000000000000568,0.11916666666666724,,
2023-12-13T09:40:00Z,b,COIN,137.44,out,no_action,26000.0,,13.636363636363939,-0.11034808210068947,-0.15454451291015572,-2.495491415223634,-0.060000000000002274,0.0,0.060000000000002274,0.015000000000000568,0.09500000000000124,,
2023-12-13T09:41:00Z,b,COIN,137.5,out,no_action,26000.0,,18.320610687023162,-0.09503662573265159,-0.14867805453159713,-2.4162942271130885,0.060000000000002274,0.060000000000002274,-0.0,0.020000000000000757,0.08916666666666846,,
2023-12-13T09:46:00Z,b,COIN,137.52,out,no_action,26000.0,,19.54887218045198,-0.07444535682391126,-0.1422616156800487,-2.3898951644095607,0.020000000000010232,0.020000000000010232,-0.0,0.021666666666668277,0.08916666666666846,,
2023-12-13T09:47:00Z,b,COIN,137.51,out,no_action,26000.0,,19.402985074627438,-0.050686200390749205,-0.13538685976767548,-2.4030946957613435,-0.010000000000019327,0.0,0.010000000000019327,0.021666666666668277,0.09000000000000341,,
2023-12-13T09:48:00Z,b,COIN,137.5,out,no_action,26000.0,,19.84732824427583,-0.03643070653085099,-0.127595469733652,-2.4162942271130885,-0.009999999999990905,0.0,0.009999999999990905,0.021666666666668277,0.08750000000000095,,
2023-12-13T09:49:00Z,b,COIN,137.57,out,no_action,26000.0,,27.27272727272748,-0.021647231416882916,-0.11613754321302978,-2.323897507650798,0.06999999999999318,0.06999999999999318,-0.0,0.02750000000000104,0.07333333333333532,,
2023-12-13T09:50:00Z,b,COIN,137.77,out,no_action,26000.0,,50.0,0.0068637563029134265,-0.10376298257075756,-2.0599068806156335,0.20000000000001705,0.20000000000001705,-0.0,0.04416666666666913,0.04416666666666913,,
2023-12-13T09:53:00Z,b,COIN,138.0,out,no_action,26000.0,,68.46846846846762,0.04223850032562178,-0.0860719440229164,-1.756317659525234,0.22999999999998977,0.22999999999998977,-0.0,0.06333333333333495,0.02916666666666856,,
2023-12-13T10:03:00Z,b,COIN,138.15,out,no_action,26000.0,,67.59259259259171,0.08025315061868357,-0.07085581760352977,-1.5583246892488705,0.15000000000000568,0.15000000000000568,-0.0,0.06083333333333485,0.02916666666666856,,
2023-12-13T10:16:00Z,b,COIN,138.06,out,no_action,26000.0,,65.76576576576491,0.10982010084661971,-0.05582301800847326,-1.6771204714146886,-0.09000000000000341,0.0,0.09000000000000341,0.06083333333333485,0.031666666666668654,,
2023-12-13T10:18:00Z,b,COIN,138.03,out,no_action,26000.0,,71.56862745097946,0.12724348223093968,-0.04060689158908661,-1.7167190654699613,-0.030000000000001137,0.0,0.030000000000001137,0.06083333333333485,0.024166666666668373,,
2023-12-13T10:20:00Z,b,COIN,137.95,out,no_action,26000.0,,72.27722772277066,0.12249165094430539,-0.025024111521040154,-1.8223153162840346,-0.0800000000000125,0.0,0.0800000000000125,0.06083333333333485,0.023333333333335798,,
2023-12-13T10:44:00Z,b,COIN,137.65,out,no_action,26000.0,,58.40000000000013,0.07866920685647268,-0.014299492297737396,-2.2183012568367246,-0.29999999999998295,0.0,0.29999999999998295,0.06083333333333485,0.04333333333333419,,
2023-12-13T10:45:00Z,b,COIN,137.52,out,no_action,26000.0,,50.757575757576134,0.011615587589546283,-0.006508102263713937,-2.3898951644095607,-0.12999999999999545,0.0,0.12999999999999545,0.05583333333333466,0.05416666666666714,,
2023-12-13T10:46:00Z,b,COIN,137.55,out,no_action,26000.0,,51.12781954887222,-0.044878406595973794,0.0011916243581444608,-2.350296570354288,0.030000000000001137,0.030000000000001137,-0.0,0.05666666666666723,0.05416666666666714,,
2023-12-13T10:47:00Z,b,COIN,137.62,out,no_action,26000.0,,53.95683453237463,-0.09081277570008868,0.009716321689487883,-2.2578998508919974,0.06999999999999318,0.06999999999999318,-0.0,0.0625,0.0533333333333322,,
2023-12-13T10:48:00Z,b,COIN,137.61,out,no_action,26000.0,,53.95683453237463,-0.11826780091174105,0.0179660287843361,-2.2710993822437424,-0.009999999999990905,0.0,0.009999999999990905,0.0625,0.0533333333333322,,
2023-12-13T10:49:00Z,b,COIN,137.62,out,no_action,26000.0,,51.87969924812075,-0.10137240078149228,0.023465833514235108,-2.2578998508919974,0.009999999999990905,0.009999999999990905,-0.0,0.05749999999999981,0.0533333333333322,,
2023-12-13T10:50:00Z,b,COIN,137.64,out,no_action,26000.0,,44.34782608695523,-0.06177380672622261,0.022274209156090203,-2.2315007881885074,0.01999999999998181,0.01999999999998181,-0.0,0.042499999999996874,0.0533333333333322,,
2023-12-13T10:51:00Z,b,COIN,137.68,out,no_action,26000.0,,33.33333333333333,-0.027983006465725067,0.015582780068046734,-2.178702662781452,0.040000000000020464,0.040000000000020464,-0.0,0.0266666666666661,0.0533333333333322,,
