t,T,S,o,position,trading_action,current_capital,stop_loss_out_signal,rsi,open_small_indicator,open_big_indicator,gain_loss,gain,loss,avg_gain,avg_loss,amount_sold,amount_bought,open_norm
2023-11-20T13:09:00Z,b,GPS,17.73,out,no_action,26000.0,,34.25196850393674,-0.0377227137987706,,-0.019999999999999574,0.0,0.019999999999999574,0.01087499999999982,0.020874999999999904,,,0.14116826851978795
2023-11-20T13:12:00Z,b,GPS,17.79,out,no_action,26000.0,,40.49881235154363,-0.025174617732651783,,0.05999999999999872,0.05999999999999872,-0.0,0.014208333333333082,0.020874999999999904,,,0.3764450697595156
2023-11-20T13:13:00Z,b,GPS,17.75,out,no_action,26000.0,,48.57549857549833,-0.01733205769132725,,-0.03999999999999915,0.0,0.03999999999999915,0.014208333333333082,0.015041666666666545,,,0.21959386893303048
2023-11-20T13:14:00Z,b,GPS,17.76,out,no_action,26000.0,,45.4682779456197,-0.0032468198571085293,,0.010000000000001563,0.010000000000001563,-0.0,0.012541666666666748,0.015041666666666545,,,0.2588066691396587
2023-11-20T13:16:00Z,b,GPS,17.74,out,no_action,26000.0,,41.202346041055414,-0.0032468198571085406,,-0.020000000000003126,0.0,0.020000000000003126,0.011708333333333284,0.016708333333333474,,,0.18038106872640225
2023-11-20T13:18:00Z,b,GPS,17.7509,out,no_action,26000.0,,44.281953787657585,0.012673577026780269,,0.010900000000003018,0.010900000000003018,-0.0,0.012616666666666868,0.01587500000000001,,,0.22312302095163217
2023-11-20T13:21:00Z,b,GPS,17.73,out,no_action,26000.0,,45.492788461538375,-0.0030115430558682486,,-0.02090000000000103,0.0,0.02090000000000103,0.012616666666666868,0.015116666666666964,,,0.14116826851978795
2023-11-20T13:27:00Z,b,GPS,17.73,out,no_action,26000.0,,35.71934798015617,-0.006148567072397948,-0.014421596520435521,0.0,0.0,-0.0,0.00840000000000026,0.015116666666666964,,,0.14116826851978795
2023-11-20T13:28:00Z,b,GPS,17.7,out,no_action,26000.0,,40.06359300476961,-0.020249490026699835,-0.016327774308257437,-0.030000000000001137,0.0,0.030000000000001137,0.00840000000000026,0.012566666666666984,,,0.023529867899917154
2023-11-20T13:30:00Z,b,GPS,17.68,out,no_action,26000.0,,37.11340206185592,-0.02809205006802381,-0.016872396533349397,-0.019999999999999574,0.0,0.019999999999999574,0.00840000000000026,0.014233333333333617,,,-0.05489573251332539
2023-11-20T13:31:00Z,b,GPS,17.7,out,no_action,26000.0,,44.46080235553916,-0.03935396628736618,-0.017422464980692363,0.019999999999999574,0.019999999999999574,-0.0,0.01006666666666689,0.0125750000000003,,,0.023529867899917154
2023-11-20T13:32:00Z,b,GPS,17.68,out,no_action,26000.0,,37.12288447387809,-0.037785454279101606,-0.018239398318330352,-0.019999999999999574,0.0,0.019999999999999574,0.008408333333333573,0.01424166666666693,,,-0.05489573251332539
2023-11-20T13:33:00Z,b,GPS,17.77,out,no_action,26000.0,,55.85137507314196,-0.028374382229512503,-0.013882420517594559,0.08999999999999986,0.08999999999999986,-0.0,0.015908333333333562,0.0125750000000003,,,0.29801946934627305
2023-11-20T13:34:00Z,b,GPS,17.68,out,no_action,26000.0,,35.207100591716355,-0.022100334196452538,-0.014699353855232458,-0.08999999999999986,0.0,0.08999999999999986,0.010908333333333667,0.020075000000000287,,,-0.05489573251332539
2023-11-20T13:37:00Z,b,GPS,17.69,out,no_action,26000.0,,41.22293739028716,-0.011120750138598302,-0.016060909417962316,0.010000000000001563,0.010000000000001563,-0.0,0.01174166666666713,0.016741666666667026,,,-0.01568293230669715
2023-11-20T13:38:00Z,b,GPS,17.7784,out,no_action,26000.0,,52.18943360304609,0.009160110128267306,-0.014742923633239808,0.08840000000000003,0.08840000000000003,-0.0,0.018275000000000336,0.016741666666667026,,,0.3309582215198424
2023-11-20T13:40:00Z,b,GPS,17.74,out,no_action,26000.0,,50.0,0.026413742219180948,-0.013109056957963827,-0.038400000000002876,0.0,0.038400000000002876,0.018275000000000336,0.018275000000000336,,,0.18038106872640225
