t,T,S,o,position,trading_action,current_capital,stop_loss_out_signal,rsi,open_small_indicator,open_big_indicator,gain_loss,gain,loss,avg_gain,avg_loss,amount_sold,amount_bought,open_norm
2023-11-20T09:30:00Z,b,GPS,17.66,out,no_action,0.0,no_stop_loss_out_signal,,,,,0.0,-0.0,,,,,
2023-11-20T09:34:00Z,b,GPS,17.6,,,,,,,,-0.05999999999999872,0.0,0.05999999999999872,,,,,
2023-11-20T09:40:00Z,b,GPS,17.64,,,,,,,,0.03999999999999915,0.03999999999999915,-0.0,,,,,
2023-11-20T09:52:00Z,b,GPS,17.71,,,,,,,,0.07000000000000028,0.07000000000000028,-0.0,,,,,
2023-11-20T10:03:00Z,b,GPS,17.8,,,,,,,,0.08999999999999986,0.08999999999999986,-0.0,,,,,
2023-11-20T10:09:00Z,b,GPS,17.77,,,,,,,,-0.030000000000001137,0.0,0.030000000000001137,,,,,
2023-11-20T10:13:00Z,b,GPS,17.77,,,,,,,,0.0,0.0,-0.0,,,,,
2023-11-20T10:17:00Z,b,GPS,17.76,,,,,,,,-0.00999999999999801,0.0,0.00999999999999801,,,,,
2023-11-20T10:21:00Z,b,GPS,17.75,,,,,,,,-0.010000000000001563,0.0,0.010000000000001563,,,,,
2023-11-20T10:32:00Z,b,GPS,17.67,,,,,,,,-0.0799999999999983,0.0,0.0799999999999983,,,,,
2023-11-20T10:44:00Z,b,GPS,17.7,,,,,,,,0.029999999999997584,0.029999999999997584,-0.0,,,,,
2023-11-20T10:45:00Z,b,GPS,17.7,out,,,,54.761904761904724,,,0.0,0.0,-0.0,0.019166666666666405,0.015833333333333144,,,
2023-11-20T10:50:00Z,b,GPS,17.73,out,no_action,26000.0,,57.777777777777885,,,0.030000000000001137,0.030000000000001137,-0.0,0.0216666666666665,0.015833333333333144,,,0.14116826851978795
2023-11-20T11:17:00Z,b,GPS,17.8,out,no_action,26000.0,,71.73913043478265,,,0.07000000000000028,0.07000000000000028,-0.0,0.027499999999999858,0.01083333333333325,,,0.4156578699661438
2023-11-20T11:31:00Z,b,GPS,17.74,out,no_action,26000.0,,60.416666666666444,,,-0.060000000000002274,0.0,0.060000000000002274,0.024166666666666597,0.01583333333333344,,,0.18038106872640225
2023-11-20T11:46:00Z,b,GPS,17.79,out,no_action,26000.0,,58.69565217391284,,,0.05000000000000071,0.05000000000000071,-0.0,0.022499999999999964,0.01583333333333344,,,0.3764450697595156
2023-11-20T11:47:00Z,b,GPS,17.85,out,no_action,26000.0,,55.813953488372135,,,0.060000000000002274,0.060000000000002274,-0.0,0.020000000000000167,0.01583333333333344,,,0.6117218709992571
2023-11-20T12:00:00Z,b,GPS,17.87,out,no_action,26000.0,,61.90476190476202,,,0.019999999999999574,0.019999999999999574,-0.0,0.021666666666666796,0.013333333333333345,,,0.6901474714124997
2023-11-20T12:09:00Z,b,GPS,17.76,out,no_action,26000.0,,49.056603773585095,,,-0.10999999999999943,0.0,0.10999999999999943,0.021666666666666796,0.022499999999999964,,,0.2588066691396587
2023-11-20T12:26:00Z,b,GPS,17.79,out,no_action,26000.0,,52.7272727272725,,,0.029999999999997584,0.029999999999997584,-0.0,0.024166666666666597,0.021666666666666796,,,0.3764450697595156
2023-11-20T12:38:00Z,b,GPS,17.8,out,no_action,26000.0,,54.545454545454604,,,0.010000000000001563,0.010000000000001563,-0.0,0.02500000000000006,0.020833333333333332,,,0.4156578699661438
2023-11-20T12:50:00Z,b,GPS,17.79,out,no_action,26000.0,,62.49999999999963,0.01568512008264906,,-0.010000000000001563,0.0,0.010000000000001563,0.02500000000000006,0.015000000000000272,,,0.3764450697595156
2023-11-20T12:55:00Z,b,GPS,17.76,out,no_action,26000.0,,56.250000000000185,-0.02352768012397305,,-0.029999999999997584,0.0,0.029999999999997584,0.02250000000000026,0.01750000000000007,,,0.2588066691396587
2023-11-20T13:00:00Z,b,GPS,17.8106,out,no_action,26000.0,,60.42216358839059,-0.009316961329093421,,0.05059999999999931,0.05059999999999931,-0.0,0.02671666666666687,0.01750000000000007,,,0.45722343818516387
2023-11-20T13:01:00Z,b,GPS,17.75,out,no_action,26000.0,,51.78189593727722,-0.02343356940347737,,-0.060600000000000875,0.0,0.060600000000000875,0.024216666666666775,0.022550000000000143,,,0.21959386893303048
2023-11-20T13:02:00Z,b,GPS,17.75,out,no_action,26000.0,,44.91042345276869,-0.03284464145306702,,0.0,0.0,-0.0,0.018383333333333418,0.022550000000000143,,,0.21959386893303048
2023-11-20T13:07:00Z,b,GPS,17.7301,out,no_action,26000.0,,48.90268233207734,-0.03282895633298386,,-0.019899999999999807,0.0,0.019899999999999807,0.018383333333333418,0.019208333333333272,,,0.14156039652185323
2023-11-20T13:08:00Z,b,GPS,17.75,out,no_action,26000.0,,45.249406175772066,-0.017143836250335352,,0.019899999999999807,0.019899999999999807,-0.0,0.01587500000000001,0.019208333333333272,,,0.21959386893303048
